"","x"
"3359","rt : cristiana pasca palmer: executive secretary of the secretariat of the convention on biological diversity
 ""we need to scale u…"
"3360","now paul hebert addresses the delegates of  we need a biosurveillance grid system on an industrial scal… https://t.co/fxy7tyobg6"
"3361","paul hébert asking the most important question of  (&; perhaps the most important question facing t… https://t.co/i3mav73hyp"
"3362","excited to see paul hebert using our work in his presentation at . to read more about the compleme… https://t.co/ocsbaeyxv0"
"3363","we need big teams to resolve the  biodiversity challenge.  paul hebert  https://t.co/wzsaqheeay"
"3364","rt : first keynote speaker of  is  (president of  ) addressing the plenary on global as…"
"3365","rt : the 2nd key note speaker of  is theo jansen, artist, with his talk ‘new form of life’ as the beach anim…"
"3366","rt : the 3rd key note speaker of  is paul hebert evolutionary biologist, telling us more about the possibili…"
"3367","rt : first keynote speaker of  is  (president of  ) addressing the plenary on global as…"
"3368","rt : the 2nd key note speaker of  is theo jansen, artist, with his talk ‘new form of life’ as the beach anim…"
"3369","rt : the 3rd key note speaker of  is paul hebert evolutionary biologist, telling us more about the possibili…"
"3370","next plenary speaker  is paul hebert, an evolutionary biologist.  https://t.co/oro4bczyxc"
"3371","rt : deze week ben ik bij de  conferentie in leiden, met bijna 700 mensen uit 76 landen.
doel: samenwerken aan i…"
"3372","the 3rd key note speaker of  is paul hebert evolutionary biologist, telling us more about the poss… https://t.co/1grswdz5we"
"3373","hoe kunnen we de diversiteit van het leven beter begrijpen?
visionair dr paul hebert  - een geweldige insp… https://t.co/yl9emdyok2"
"3374","rt : really excited to attend this afternoon session about wikimedia and biodiversity information by   …"
"3375","i’m really enjoying all the #phenology mentions in paul hebert’s  plenary. phenology is such a goo… https://t.co/lhtvp7bze9"
"3376","have you already downloaded the  conference app? 

track your favorite sessions, get in touch with… https://t.co/jafd1sofrg"
"3377","we need a weather system for #biodiversity . could we get some mega science funding ? https://t.co/k8rmxtgcma"
"3378","rt : really excited to attend this afternoon session about wikimedia and biodiversity information by   …"
"3379","rt : how to better understand the diversity of live  #bioscan https://t.co/m1joafcl0a"
"3380","rt : keynote by paul hebert  - bioscan: towards an earth observing system for species. it speaks about #edna, biodiversity…"
"3381","keynote by paul hebert  - bioscan: towards an earth observing system for species. it speaks about #edna, bi… https://t.co/loib9ucsin"
"3382","rt : arranca la conferencia principal de  en #leiden. por delante nos esperan unos apasionantes días de intercambi…"
"3383","paul hebert  introduces biiscan  https://t.co/9yoetlexs2"
"3384","how to better understand the diversity of live  #bioscan https://t.co/m1joafcl0a"
"3385","really excited to attend this afternoon session about wikimedia and biodiversity information by … https://t.co/qcgt7qrwyy"
"3386","nice graphs and colors from  ana maría hernández salgar’s presentation  https://t.co/oo1bx59cqg"
"3387","rt :  that's the final message of my  talk at  tomorrow. #linkeverything #persistentident…"
"3388"," provokes  to consider evolving plastic machines with own dna-like codes. and evolving predatory cars."
"3389","rt : we appreciate how  opens our minds with new, fascinating approaches to #biodiversity https://t.co/9lqql1…"
"3390","this afternoon i'll be attending the ""more than names"" session at . also avaliable to catch up with fol… https://t.co/p2b9j0iqjv"
"3391","rt : arranca la conferencia principal de  en #leiden. por delante nos esperan unos apasionantes días de intercambi…"
"3392","join us at 16:30  (leiden) when  will be talking about #openbiodiv during the session ""expl… https://t.co/8y5he5yyhi"
"3393","an oath from nora escribano for  https://t.co/tiiemhgvof"
"3394"," that's the final message of my  talk at  tomorrow. #linkeverything… https://t.co/typnpdvjoe"
"3395","rt : ipbes chair  introduces the new ipbes  knowledge and data support unit, including someone we know well fro…"
"3396","the great theo jansen, he shared the code of strandbeest and people made their own copies. ‘i see this as evolution… https://t.co/eqok4zlfhj"
"3397","rt : progress towards the aichi biodiversity targets and un sustainability goals has been poor.  https://t.co…"
"3398","rt : progress towards the aichi biodiversity targets and un sustainability goals has been poor.  https://t.co…"
"3399","rt : bees are in trouble!!!  how important are they and what would happen if they became extinct?  #climatec…"
"3400","rt : from #aichi 20 targets towards reducing #biodiversity loss just a few performed relatively well  at #biodiversi…"
"3401","rt : #unconference  for wild ideas, go here:https://t.co/donhjei7nj"
"3402","we appreciate how  opens our minds with new, fascinating approaches to #biodiversity https://t.co/9lqql1bfhe"
"3403","rt : how does a beach animal walk? theo jansen explains that they are designed by evolution  https://t.co/nnny…"
"3404","what a full house at  ! can't join you at the conference, but hoping to catch folks at some of the… https://t.co/dwqokfqn1o"
"3405","rt : how does a beach animal walk? theo jansen explains that they are designed by evolution  https://t.co/nnny…"
"3406","rt : the 2nd key note speaker of  is theo jansen, artist, with his talk ‘new form of life’ as the beach anim…"
"3407","rt : first plenary speaker at  is ana maria hernandez salgar,  chair, talking about the recent global ass…"
"3408","theo jansen: dutch kinetic artist presenting a small strange beast. ""it was not created, it was born"" in one piece… https://t.co/ml4u04stow"
"3409","truly spectacular!!!  https://t.co/dyxidwejj7"
"3410","rt : pan-european #biodiversity monitoring workshop at the  pre-conference, organised by the #cetaf biodivers…"
"3411"," explaining how he used #evolutionaryprogramming to produce his kinetic art at  . als… https://t.co/30jkj1boz4"
"3412","rt :  this is one of the fascinating animals created by the dutch kinetic artist theo jansen https://t.co/cgnejnc…"
"3413","rt : . officially started. conference gathers about 700 people for 4 full days to talk about data and biodiv…"
"3414","rt : inspiring keynote address from ana maría hernandez salgar  chair of #ipbes - is there anyone working on biodiver…"
"3415","rt : bewegingskunstenaar theo jansen  - mijn achterachteroom (echt waar) - verbaast de  confer…"
"3416","rt : with powerful keynote by chair  on closing the gap between science and policy - transfer of knowledge towards decis…"
"3417","rt :  the people behind the implementation of  #datamanagementplan and policy at  #fairdata #openscience…"
"3418","rt : how does a beach animal walk? theo jansen explains that they are designed by evolution  https://t.co/nnny…"
"3419","rt :  this is one of the fascinating animals created by the dutch kinetic artist theo jansen https://t.co/cgnejnc…"
"3420","the 2nd key note speaker of  is theo jansen, artist, with his talk ‘new form of life’ as the beach… https://t.co/gwzq3fkcuy"
"3421","rt : ipbes chair  introduces the new ipbes  knowledge and data support unit, including someone we know well fro…"
"3422","rt : theo jansen presents his work on using the principal of evolution to produce his ""beasts"" legs  https://t.co/…"
"3423","rt :  #datamanagementplan and policy at  #fairdata #openscience https://t.co/jx3wecnoc6"
"3424","rt :  #datamanagementplan and policy at  #fairdata #openscience https://t.co/gilmq1o4zz"
"3425","rt : theo jansen presents his work on using the principal of evolution to produce his ""beasts"" legs  https://t.co/…"
"3426","rt : how does a beach animal walk? theo jansen explains that they are designed by evolution  https://t.co/nnny…"
"3427","rt :  this is one of the fascinating animals created by the dutch kinetic artist theo jansen https://t.co/cgnejnc…"
"3428","rt :  this is one of the fascinating animals created by the dutch kinetic artist theo jansen https://t.co/cgnejnc…"
"3429"," this is one of the fascinating animals created by the dutch kinetic artist theo jansen https://t.co/cgnejnc7ih"
"3430","inspiring keynote address from ana maría hernandez salgar  chair of #ipbes - is there anyone working… https://t.co/hiqh1zolzg"
"3431","bewegingskunstenaar theo jansen  - mijn achterachteroom (echt waar) - verbaast de  co… https://t.co/xqtbtz6fzs"
"3432","how does a beach animal walk? theo jansen explains that they are designed by evolution  https://t.co/nnnyqymsdu"
"3433","rt : . officially started. conference gathers about 700 people for 4 full days to talk about data and biodiv…"
"3434"," the people behind the implementation of  #datamanagementplan and policy at  #fairdata… https://t.co/npcdojp4wn"
"3435","ipbes chair  introduces the new ipbes  knowledge and data support unit, including someone we know we… https://t.co/ky2gvqr6hf"
"3436","rt : excited to see what's next for biodiversity!  https://t.co/hbgjv9thyp"
"3437","rt :  demanding a truly effective #biodiversity value chain!  is open! 
 https://t.co/j…"
"3438","rt : . officially started. conference gathers about 700 people for 4 full days to talk about data and biodiv…"
"3439","rt : opening  is . he is right, we need to get on the #biodiversitydata train. collaborate fo…"
"3440","theo jansen presents his work on using the principal of evolution to produce his ""beasts"" legs  https://t.co/xpmhmf60gz"
"3441","rt :  #datamanagementplan and policy at  #fairdata #openscience https://t.co/gilmq1o4zz"
"3442"," #datamanagementplan and policy at  #fairdata #openscience https://t.co/jx3wecnoc6"
"3443","rt : arrived at  conference, ready to talk about detecting wildlife using audio &; deep learning. ping me if into au…"
"3444","rt : the  #unconference session is open, we need your input! for guidelines, go here: https://t.co/mv17ebip4i  …"
"3445"," #datamanagementplan and policy at  #fairdata #openscience https://t.co/gilmq1o4zz"
"3446","rt : het schiet niet op met de sustainable development goals voor natuur (de onderste twee).
die kun je alleen halen door 't…"
"3447","rt : het schiet niet op met de sustainable development goals voor natuur (de onderste twee).
die kun je alleen halen door 't…"
"3448","rt : so pleased to see my favourite word  ""reusable"" being used when discussing the ipbes data management plan. #biodiversi…"
"3449","rt : from #aichi 20 targets towards reducing #biodiversity loss just a few performed relatively well  at #biodiversi…"
"3450","rt : ipbes chair  explains how biodiversity data can play a role in making the right decisions to halt biodi…"
"3451","rt : each 10 years the convention on biological diversity  reviews progress and sets targets for global biodivers…"
"3452","rt : ""transformative change"" the new term as opposed to static change?   https://t.co/ggfvdlnyjb"
"3453","rt : five main interventions, and associates support structures, are needed for transformational change.  htt…"
"3454","rt :  from : #capacitybuilding is one of the main interventions to enable transformative change. education and…"
"3455","rt : deze week ben ik bij de  conferentie in leiden, met bijna 700 mensen uit 76 landen.
doel: samenwerken aan i…"
"3456","rt : each 10 years the convention on biological diversity  reviews progress and sets targets for global biodivers…"
"3457","rt : ana maria hernandez salgar  ""here to share some thoughts"" speaking about aichi biodiversité targets and comparing origi…"
"3458","rt : five main interventions, and associates support structures, are needed for transformational change.  htt…"
"3459","so pleased to see my favourite word  ""reusable"" being used when discussing the ipbes data management plan.… https://t.co/m2qxmqyn0d"
"3460","rt : five main interventions, and associates support structures, are needed for transformational change.  htt…"
"3461","rt : het schiet niet op met de sustainable development goals voor natuur (de onderste twee).
die kun je alleen halen door 't…"
"3462","rt :   : the data management policy of  follows the open science approach and seeks accessib…"
"3463","rt :  #datamanagementplan and policy at  https://t.co/tesga2bcrb"
"3464","rt :  from : #capacitybuilding is one of the main interventions to enable transformative change. education and…"
"3465","rt : want to know how work is progressing towards a global biodiversity data strategy? keep an eye on  to see w…"
"3466","rt : ana maría hernández salgar, head of international affairs, policy and cooperation office, ipbes calls also on institutions and…"
"3467","rt : ana maria hernandez salgar: chair  transformative changes through 5 interventions incentives &; capacity building / cros…"
"3468","ana maria hernandez salgar: chair  transformative changes through 5 interventions incentives &; capacity build… https://t.co/0ufdep5ziz"
"3469","rt : want to know how work is progressing towards a global biodiversity data strategy? keep an eye on  to see w…"
"3470","rt : cristiana pasca palmer: executive secretary of the secretariat of the convention on biological diversity
 ""we need to scale u…"
"3471","rt : only tree indicators are in the green  https://t.co/skhwuhpxn7"
"3472","rt : we are not achieving the target ! &gt;&gt; ok what now ?  https://t.co/kiww1c7cgb"
"3473","ana maría hernández salgar, head of international affairs, policy and cooperation office, ipbes calls also on insti… https://t.co/73ajqjgdly"
"3474","rt : we should remember that the users of our data are not necessarily environmental or data scientists, we should highlight the…"
"3475","rt : first keynote speaker of  is  (president of  ) addressing the plenary on global as…"
"3476"," from : #capacitybuilding is one of the main interventions to enable transformative change. ed… https://t.co/1sapuritta"
"3477"," #datamanagementplan and policy at  https://t.co/tesga2bcrb"
"3478","rt : . van  vertelt over de global #biodiversity
assessment, een titanenklus van 145 experts op basis v…"
"3479","bees are in trouble!!!  how important are they and what would happen if they became extinct? … https://t.co/yzb2vpo2b1"
"3480","rt : five main interventions, and associates support structures, are needed for transformational change.  htt…"
"3481","want to know how work is progressing towards a global biodiversity data strategy? keep an eye on … https://t.co/woodc7xt0v"
"3482","rt : opening  is . he is right, we need to get on the #biodiversitydata train. collaborate fo…"
"3483","  : the data management policy of  follows the open science approach and seek… https://t.co/l2qsgby1qp"
"3484","rt : vanochtend ben ik bij de opening  die we vanuit  hosten. alles over data en biodiversite…"
"3485","het schiet niet op met de sustainable development goals voor natuur (de onderste twee).
die kun je alleen halen doo… https://t.co/u9wgwd36up"
"3486","rt : deze week ben ik bij de  conferentie in leiden, met bijna 700 mensen uit 76 landen.
doel: samenwerken aan i…"
"3487","rt : on my way to  conference to meet friends new and old and to present on some of the setups we have designed t…"
"3488","rt : excited to see what's next for biodiversity!  https://t.co/hbgjv9thyp"
"3489","rt : progress towards the aichi biodiversity targets and un sustainability goals has been poor.  https://t.co…"
"3490","five main interventions, and associates support structures, are needed for transformational change.… https://t.co/apw1mvgiq0"
"3491","ana maria hernandez salgar  ""here to share some thoughts"" speaking about aichi biodiversité targets and compa… https://t.co/wb13gldp42"
"3492","""transformative change"" the new term as opposed to static change?   https://t.co/ggfvdlnyjb"
"3493","rt : . officially started. conference gathers about 700 people for 4 full days to talk about data and biodiv…"
"3494","each 10 years the convention on biological diversity  reviews progress and sets targets for global b… https://t.co/k1hvzglsdm"
"3495","rt : the  #unconference session is open, we need your input! for guidelines, go here: https://t.co/mv17ebip4i  …"
"3496","rt : progress towards the aichi biodiversity targets and un sustainability goals has been poor.  https://t.co…"
"3497","ipbes chair  explains how biodiversity data can play a role in making the right decisions to halt bi… https://t.co/fcswqgqohk"
"3498","from #aichi 20 targets towards reducing #biodiversity loss just a few performed relatively well  at… https://t.co/zcrblmdpm9"
"3499","rt : we should remember that the users of our data are not necessarily environmental or data scientists, we should highlight the…"
"3500","rt : ana maría hernández salgar discusses the un sustainable development goals during her keynote  #biodiversit…"
"3501","rt : progress towards the aichi biodiversity targets and un sustainability goals has been poor.  https://t.co…"
"3502","rt : has  a proactive strategy to collect or foster actively new rather data than rely on published data. monitoring needs…"
"3503","ana maría hernández salgar discusses the un sustainable development goals during her keynote … https://t.co/fpn3tlifpy"
"3504","rt : another depressive picture of mostly  decreasing nature's contributions to people presented by ' chair  at…"
"3505","rt : with powerful keynote by chair  on closing the gap between science and policy - transfer of knowledge towards decis…"
"3506","rt : . main conference has begun, with over 700 delegates from all over the world gathered to develop the bd info…"
"3507","rt : ana maria hernandez salgar: chair ipbes  ""here to share some thoughts"" speaking about nature's contributions to people.…"
"3508","rt : we are not achieving the target ! &gt;&gt; ok what now ?  https://t.co/kiww1c7cgb"
"3509","rt :  ana maria hernandez salgar, chair of  : “we need to change the language and approaches…. we know that…"
"3510","rt : wow! almost 700 people from 76 countries attending ! i’m honored to be here.  opening the plena…"
"3511","rt : have you read the #ipbes global assessment summary for policy makers? find the pdf here:https://t.co/j5k84ba3zv

recommend b…"
"3512","rt : ana maria hernandez salgar,  chair, makes it clear: we, as individuals, are also decision-makers in terms of biodiversity…"
"3513","we should remember that the users of our data are not necessarily environmental or data scientists, we should highl… https://t.co/weqgokbr3t"
"3514","progress towards the aichi biodiversity targets and un sustainability goals has been poor.  https://t.co/zzo071kh08"
"3515","rt : cristiana pasca palmer, executive secretary of the secretariat of the cbd, welcomes participants to  conference in…"
"3516","rt : ana maria hernandez salgar,  chair, makes it clear: we, as individuals, are also decision-makers in terms of biodiversity…"
"3517","ana maria hernandez salgar,  chair, makes it clear: we, as individuals, are also decision-makers in terms of… https://t.co/qeyceyx5jb"
"3518","rt : with powerful keynote by chair  on closing the gap between science and policy - transfer of knowledge towards decis…"
"3519","has  a proactive strategy to collect or foster actively new rather data than rely on published data. monitori… https://t.co/gzqclqebrd"
"3520","rt : . van  vertelt over de global #biodiversity
assessment, een titanenklus van 145 experts op basis v…"
"3521"," ana maria hernandez salgar, chair of  : “we need to change the language and approaches…. we… https://t.co/8s8aed0kkz"
"3522","rt : . officially started. conference gathers about 700 people for 4 full days to talk about data and biodiv…"
"3523","we are not achieving the target ! &gt;&gt; ok what now ?  https://t.co/kiww1c7cgb"
"3524","ana maria hernandez salgar: chair ipbes  ""here to share some thoughts"" speaking about nature's contributions… https://t.co/q9xdswxyqc"
"3525","with powerful keynote by chair  on closing the gap between science and policy - transfer of knowledge towards… https://t.co/nymrhhblwc"
"3526","rt : the  global assessment is a good guide to the problems  is trying to solve. https://t.co/rijizzu7ba"
"3527","rt : in leiden for the  conference - working towards a global biodiversity data strategy - and catching up with man…"
"3528",". van  vertelt over de global #biodiversity
assessment, een titanenklus van 145 experts op bas… https://t.co/uwyt2lhtu1"
"3529","rt : only tree indicators are in the green  https://t.co/skhwuhpxn7"
"3530","rt :  kicks off the  conference in leiden with the first keynote presentation on the #ipbes asses…"
"3531","rt : have you read the #ipbes global assessment summary for policy makers? find the pdf here:https://t.co/j5k84ba3zv

recommend b…"
"3532","another depressive picture of mostly  decreasing nature's contributions to people presented by ' chair… https://t.co/cxq1ryhraz"
"3533","rt : land/seascape change, climate change, direct exploitation, pollution, and invasive species are major drivers of biodiversit…"
"3534","rt :  kicks off the  conference in leiden with the first keynote presentation on the #ipbes asses…"
"3535","rt : nice, although depressive, picture of the global #biodiversity threats from the  global assessment 2019 #biodiversitynex…"
"3536","rt : have you read the #ipbes global assessment summary for policy makers? find the pdf here:https://t.co/j5k84ba3zv

recommend b…"
"3537"," kicks off the  conference in leiden with the first keynote presentation on the… https://t.co/ntkk7xquag"
"3538","rt : 's chair ana maria hernandez salgar, the first keynote speaker at , asks: why we put such a huge effort…"
"3539","rt : only tree indicators are in the green  https://t.co/skhwuhpxn7"
"3540","rt :  ana maria hernandez salgar, chair of , mentions the global assessment report on biodiversity and ecos…"
"3541","land/seascape change, climate change, direct exploitation, pollution, and invasive species are major drivers of bio… https://t.co/wdr8crlgom"
"3542","rt : ""human activities are pushing nature deterioration and accelerating species decline. assessments are important at regional a…"
"3543","rt : the  global assessment is a good guide to the problems  is trying to solve. https://t.co/rijizzu7ba"
"3544","rt :  ana maria hernandez salgar, chair of , mentions the global assessment report on biodiversity and ecos…"
"3545","only tree indicators are in the green  https://t.co/skhwuhpxn7"
"3546","'s chair ana maria hernandez salgar, the first keynote speaker at , asks: why we put such a… https://t.co/jqopr115d2"
"3547","rt : cristiana pasca palmer, executive secretary of the secretariat of the cbd, welcomes participants to  conference in…"
"3548","have you read the #ipbes global assessment summary for policy makers? find the pdf here:https://t.co/j5k84ba3zv

re… https://t.co/b9bvhbcyxv"
"3549","nice, although depressive, picture of the global #biodiversity threats from the  global assessment 2019… https://t.co/suuithqol7"
"3550","rt :  where are all those publications so this assessment can be reproduced, that they will be readily accessib…"
"3551","rt : in leiden for the  conference - working towards a global biodiversity data strategy - and catching up with man…"
"3552","rt : first keynote speaker of  is  (president of  ) addressing the plenary on global as…"
"3553"," where are all those publications so this assessment can be reproduced, that they will be readily… https://t.co/yha8qmmzoc"
"3554",". #unconference has already started, check guidelines in the conference app and give us your input!… https://t.co/3cuiebjb25"
"3555","rt : opening  is . he is right, we need to get on the #biodiversitydata train. collaborate fo…"
"3556"," ana maria hernandez salgar, chair of , mentions the global assessment report on biodiversit… https://t.co/swpnw3pq14"
"3557","rt : first plenary speaker at  is ana maria hernandez salgar,  chair, talking about the recent global ass…"
"3558","""human activities are pushing nature deterioration and accelerating species decline. assessments are important at r… https://t.co/qhzlfeplxe"
"3559","the  global assessment is a good guide to the problems  is trying to solve. https://t.co/rijizzu7ba"
"3560","cristiana pasca palmer, executive secretary of the secretariat of the cbd, welcomes participants to  co… https://t.co/0ukh4d7rwv"
"3561","rt : first keynote speaker of  is  (president of  ) addressing the plenary on global as…"
"3562","rt : our first plenary speaker at  is ana maria hernandez salgar.  https://t.co/jt1hm1xskd htt…"
"3563","rt : our #biodiversityinformatics community is important, no definitely needed for  global assessments! #biodiversity…"
"3564","rt : first plenary speaker at  is ana maria hernandez salgar,  chair, talking about the recent global ass…"
"3565","rt : cristiana pasca palmer: executive secretary of the secretariat of the convention on biological diversity
 ""we need to scale u…"
"3566","rt : in leiden for the  conference - working towards a global biodiversity data strategy - and catching up with man…"
"3567","rt : 700 people, 76 countries to build the next generation of #data platform for  https://t.co/nkdogqcjca"
"3568","rt : mayor of leiden henri lenferink giving a speech at the  2019 conference   https://t.co/hbj…"
"3569","first keynote speaker of  is  (president of  ) addressing the plenary on glob… https://t.co/j1s3pswuka"
"3570","rt : global taxonomy initiative from 1998  https://t.co/cw4zz8imd7"
"3571","rt : in leiden for the  conference - working towards a global biodiversity data strategy - and catching up with man…"
"3572","our first plenary speaker at  is ana maria hernandez salgar.  https://t.co/jt1hm1xskd https://t.co/eon00oglfo"
"3573","our #biodiversityinformatics community is important, no definitely needed for  global assessments!… https://t.co/nyc7rnx18r"
"3574","first plenary speaker at  is ana maria hernandez salgar,  chair, talking about the recent gl… https://t.co/qyep7kuaad"
"3575","rt : . main conference has begun, with over 700 delegates from all over the world gathered to develop the bd info…"
"3576","rt : in leiden for the  conference - working towards a global biodiversity data strategy - and catching up with man…"
"3577","rt :  demanding a truly effective #biodiversity value chain!  is open! 
 https://t.co/j…"
"3578","rt : . main conference has begun, with over 700 delegates from all over the world gathered to develop the bd info…"
"3579","rt : opening  is . he is right, we need to get on the #biodiversitydata train. collaborate fo…"
"3580","rt : cristiana pasca palmer: executive secretary of the secretariat of the convention on biological diversity
 ""we need to scale u…"
"3581","rt : . officially started. conference gathers about 700 people for 4 full days to talk about data and biodiv…"
"3582","rt : opening  is . he is right, we need to get on the #biodiversitydata train. collaborate fo…"
"3583","rt : wow! almost 700 people from 76 countries attending ! i’m honored to be here.  opening the plena…"
"3584","cristiana pasca palmer: executive secretary of the secretariat of the convention on biological diversity
 ""we need… https://t.co/huzoczzigq"
"3585","rt : introducing our  keynote speakers: 

ana maría hernández salgar is head of the office of international af…"
"3586","rt : . officially started. conference gathers about 700 people for 4 full days to talk about data and biodiv…"
"3587","rt : 700 people, 76 countries to build the next generation of #data platform for  https://t.co/nkdogqcjca"
"3588","forgot to add "
"3589","rt : and mentioning the special interest of long-term ecological research speaking notably about birds and bats... a sound of …"
"3590","rt : global taxonomy initiative from 1998  https://t.co/cw4zz8imd7"
"3591","global taxonomy initiative from 1998  https://t.co/cw4zz8imd7"
"3592","rt : wishing the best luck for our fiends at  for the ebbe price at    https://t.c…"
"3593","rt : go find more about the rationale behind  - meant to bring together the european branches of   …"
"3594","rt : the expension of fishery across the globe #biodiversity  https://t.co/8uhl4ghaih https://t.co/imuawgpbxi"
"3595","rt : 700 people, 76 countries to build the next generation of #data platform for  https://t.co/nkdogqcjca"
"3596","rt : mayor of leiden henri lenferink giving a speech at the  2019 conference   https://t.co/hbj…"
"3597","rt : 700 people, 76 countries to build the next generation of #data platform for  https://t.co/nkdogqcjca"
"3598","rt : 700 people, 76 countries to build the next generation of #data platform for  https://t.co/nkdogqcjca"
"3599","rt : our curation team are at the  meeting in leiden today. follow the  hashtag for coverage https…"
"3600","leiden major points out current challenges in sustainability and biodiversity conservation and the steps taken by t… https://t.co/avwaixo4rt"
"3601","700 people, 76 countries to build the next generation of #data platform for  https://t.co/nkdogqcjca"
"3602","rt : . officially started. conference gathers about 700 people for 4 full days to talk about data and biodiv…"
"3603","rt : . officially started. conference gathers about 700 people for 4 full days to talk about data and biodiv…"
"3604","rt : many #bhlib colleagues have gathered in leiden for the  conference. looking forward to several days of aweso…"
"3605","rt : here we go!  opening  in front of 700 delegates! https://t.co/anjt47dbtn"
"3606","rt : ready for the opening plenery of  ! https://t.co/ottvbuxwhc"
"3607","rt : is #inaturalist the only citizen science app on biodiversity that facilitates reuse of (meta) data, or are there other ex…"
"3608","rt : one reason #inaturalist is so great in a #wikidata context is that users can pick their own license to share their observati…"
"3609","rt : sponsors helped to many scientists from developing countries, africa in first place, to attend this fantastic #biodiversitynex…"
"3610","rt : wow! almost 700 people from 76 countries attending ! i’m honored to be here.  opening the plena…"
"3611","rt : connect people, data and policies together to save our future, says  in a well done opening speech of #biodive…"
"3612","rt : . officially started. conference gathers about 700 people for 4 full days to talk about data and biodiv…"
"3613","our curation team are at the  meeting in leiden today. follow the  hashtag for coverage https://t.co/3qctvceh2e"
"3614","rt : opening  is . he is right, we need to get on the #biodiversitydata train. collaborate fo…"
"3615","mayor of leiden henri lenferink giving a speech at the  2019 conference   https://t.co/hbjyhoakfk"
"3616","rt : ready for the opening plenary !  https://t.co/4rrmb5zx96"
"3617","rt :  is going to start, the greatest ever conference on #biodiversityinformatics!  pensoft is so proud to be amon…"
"3618","and mentioning the special interest of long-term ecological research speaking notably about birds and bats... a sou… https://t.co/ctvpqsez6s"
"3619","the expension of fishery across the globe #biodiversity  https://t.co/8uhl4ghaih https://t.co/imuawgpbxi"
"3620","rt : . main conference has begun, with over 700 delegates from all over the world gathered to develop the bd info…"
"3621","rt : . main conference has begun, with over 700 delegates from all over the world gathered to develop the bd info…"
"3622","rt :  demanding a truly effective #biodiversity value chain!  is open! 
 https://t.co/j…"
"3623","rt : wow! almost 700 people from 76 countries attending ! i’m honored to be here.  opening the plena…"
"3624",". main conference has begun, with over 700 delegates from all over the world gathered to develop the bd… https://t.co/ff2zbx9quc"
"3625","rt : opening  is . he is right, we need to get on the #biodiversitydata train. collaborate fo…"
"3626","rt : opening  is . he is right, we need to get on the #biodiversitydata train. collaborate fo…"
"3627","rt : . officially started. conference gathers about 700 people for 4 full days to talk about data and biodiv…"
"3628","rt : one reason #inaturalist is so great in a #wikidata context is that users can pick their own license to share their observati…"
"3629","dimitris koureas inaugurates  in leiden, the netherlands.  this feels like one of it company’s big conf… https://t.co/hpoqodotlc"
"3630","in leiden for the  conference - working towards a global biodiversity data strategy - and catching… https://t.co/uskxgv4o3u"
"3631","arranca la conferencia principal de  en #leiden. por delante nos esperan unos apasionantes días de… https://t.co/il6lynbcho"
"3632","rt :  demanding a truly effective #biodiversity value chain!  is open! 
 https://t.co/j…"
"3633","leiden mayor  intro ""it's going to slow"" ""we are running out of time"" ""we need to speed up"" ""we ne… https://t.co/ceib5eytky"
"3634","rt : . officially started. conference gathers about 700 people for 4 full days to talk about data and biodiv…"
"3635","rt : . officially started. conference gathers about 700 people for 4 full days to talk about data and biodiv…"
"3636","rt : wow! almost 700 people from 76 countries attending ! i’m honored to be here.  opening the plena…"
"3637",". officially started. conference gathers about 700 people for 4 full days to talk about data and b… https://t.co/uyyrzphrpx"
"3638","rt : opening  is . he is right, we need to get on the #biodiversitydata train. collaborate fo…"
"3639","rt : opening  is . he is right, we need to get on the #biodiversitydata train. collaborate fo…"
"3640","rt : opening  is . he is right, we need to get on the #biodiversitydata train. collaborate fo…"
"3641","i'm lucky to be one of the 700 attendees of , with several colleagues of  https://t.co/rvjzx6hb9l"
"3642","rt : wow! almost 700 people from 76 countries attending ! i’m honored to be here.  opening the plena…"
"3643","rt :  demanding a truly effective #biodiversity value chain!  is open! 
 https://t.co/j…"
"3644","sponsors helped to many scientists from developing countries, africa in first place, to attend this fantastic… https://t.co/xesnepkmxj"
"3645","opening  is . he is right, we need to get on the #biodiversitydata train. collabor… https://t.co/xsqi5b3cbv"
"3646","rt :  ready to start in this so beautiful leiden! ""700 people to connect people, science, data &; policy +local&lt;-&gt;…"
"3647","rt : here we go!  opening  in front of 700 delegates! https://t.co/anjt47dbtn"
"3648","rt :  ready to start in this so beautiful leiden! ""700 people to connect people, science, data &; policy +local&lt;-&gt;…"
"3649","rt : wow! almost 700 people from 76 countries attending ! i’m honored to be here.  opening the plena…"
"3650","rt :  ready to start in this so beautiful leiden! ""700 people to connect people, science, data &; policy +local&lt;-&gt;…"
"3651","deze week ben ik bij de  conferentie in leiden, met bijna 700 mensen uit 76 landen.
doel: samenwerken a… https://t.co/pj5bgwcfic"
"3652"," ready to start in this so beautiful leiden! ""700 people to connect people, science, data &; policy… https://t.co/yf2cyvps2w"
"3653","rt :   #entodig3d #tensorflow find out how to digitize pinned insect collections, automatically. top…"
"3654","rt : pan-european #biodiversity monitoring workshop at the  pre-conference, organised by the #cetaf biodivers…"
"3655","rt : connect people, data and policies together to save our future, says  in a well done opening speech of #biodive…"
"3656","rt : the conference starts!  https://t.co/pqtl2vmfzc"
"3657","wow! almost 700 people from 76 countries attending ! i’m honored to be here.  opening t… https://t.co/jdiwmxvovx"
